name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand,sold_date,import_date
Kluger,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2007-Toyota-Kluger/34054985,11999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2007,Toyota,11/8/2025,11/6/2025
Kluger,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2009-Toyota-Kluger/34051622,12999,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2009,Toyota,11/8/2025,
Kluger,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Toyota-Kluger/34034885,12999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2014,Toyota,,
Kuga,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Ford-Kuga/34002773,9999,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2015,Ford,,
Landcruiser,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2007-Toyota-Landcruiser/34063264,29999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2007,Toyota,,
Landcruiser,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Landcruiser/33943254,25999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2008,Toyota,,
Landcruiser,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Landcruiser-Prado/34057263,12999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2008,Toyota,11/8/2025,
Landcruiser,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Toyota-Landcruiser-Prado/33953012,13999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2011,Toyota,,
Outback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Subaru-Outback/34021042,8999,"200,001+",Manual,Diesel,SUV,11/7/2025,cheapcarco,2011,Subaru,,
Outback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Subaru-Outback/34075248,9999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2011,Subaru,,
Outback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Subaru-Outback/34080519,14999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2015,Subaru,,
Outlander,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Mitsubishi-Outlander/34088515,7999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2008,Mitsubishi,,
Outlander,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Mitsubishi-Outlander/34087715,10999,"200,001+",Manual,Petrol,SUV,11/7/2025,cheapcarco,2013,Mitsubishi,,
Outlander,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Mitsubishi-Outlander/34075246,11999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2012,Mitsubishi,,
Outlander,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Mitsubishi-Outlander/34090140,11999,"160,001 - 180,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2014,Mitsubishi,,
Pajero,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2007-Mitsubishi-Pajero/34040761,12999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2007,Mitsubishi,,
Pajero,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Mitsubishi-Pajero/34067486,10999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2008,Mitsubishi,,
Pathfinder,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Nissan-Pathfinder/34075249,13999,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2011,Nissan,,
Pathfinder,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Nissan-Pathfinder/34040759,12999,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2014,Nissan,,
Pathfinder,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Nissan-Pathfinder/34043373,16999,"160,001 - 180,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2018,Nissan,,
Pathfinder,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Nissan-Pathfinder/34043544,19999,"60,001 - 80,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2016,Nissan,,
Patriot,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Jeep-Patriot/34078562,12999,"80,001 - 100,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2014,Jeep,,
Q3,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Audi-Q3/34066699,15999,"60,001 - 80,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2012,Audi,,11/6/2025
Q3,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Audi-Q3/34080603,12999,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2013,Audi,,
Q30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Infiniti-Q30/34076300,15999,"100,001 - 120,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2016,Infiniti,,
Qashqai,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Nissan-Qashqai/33980740,10999,"140,001 - 160,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2014,Nissan,,11/6/2025
RAV4,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-RAV4/34059477,9999,"160,001 - 180,000",Manual,Petrol,SUV,11/7/2025,cheapcarco,2008,Toyota,,
RAV4,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Toyota-RAV4/34063263,11999,"200,001+",Manual,Petrol,SUV,11/7/2025,cheapcarco,2013,Toyota,11/8/2025,
RAV4,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Toyota-RAV4/34043926,14999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2015,Toyota,,
Santa,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Hyundai-Santa-Fe/33987648,6999,"200,001+",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2008,Hyundai,,11/7/2025
Santa,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Hyundai-Santa-Fe/34090141,14999,"120,001 - 140,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2012,Hyundai,,
Santa,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Hyundai-Santa-Fe/34055922,17999,"100,001 - 120,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2016,Hyundai,,11/6/2025
Sorento,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Kia-Sorento/34071898,14999,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2014,Kia,,11/6/2025
Sportage,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Kia-Sportage/34002781,12999,"180,001 - 200,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2018,Kia,,
Territory,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2006-Ford-Territory/34095041,8999,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2006,Ford,,11/6/2025
Tiguan,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Volkswagen-Tiguan/34078559,11999,"160,001 - 180,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2013,Volkswagen,,
Tribute,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2006-Mazda-Tribute/34051621,11999,"80,001 - 100,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2006,Mazda,,
Tucson,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2019-Hyundai-Tucson/34051623,15999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2019,Hyundai,,
Vitara,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Suzuki-Vitara/34040741,14999,"200,001+",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2016,Suzuki,,
X-Trail,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Nissan-X-Trail/34057267,11999,"120,001 - 140,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2011,Nissan,,
X5,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-BMW-X5/34051625,19999,"140,001 - 160,000",Automatic,Diesel,SUV,11/7/2025,cheapcarco,2015,BMW,,
ZS,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-MG-ZS/34051626,14999,"140,001 - 160,000",Automatic,Petrol,SUV,11/7/2025,cheapcarco,2018,MG,,
Amarok,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Volkswagen-Amarok/34019016,16999,"180,001 - 200,000",Manual,Diesel,Ute,11/7/2025,cheapcarco,2011,Volkswagen,,
Amarok,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Volkswagen-Amarok/34054984,25999,"160,001 - 180,000",Manual,Diesel,Ute,11/7/2025,cheapcarco,2015,Volkswagen,,
Amarok,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Volkswagen-Amarok/34066696,11999,"200,001+",Automatic,Diesel,Ute,11/7/2025,cheapcarco,2016,Volkswagen,,
Amarok,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Volkswagen-Amarok/34047905,16999,"200,001+",Automatic,Diesel,Ute,11/7/2025,cheapcarco,2018,Volkswagen,11/8/2025,
BT-50,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Mazda-BT-50/34071888,19999,"200,001+",Manual,Diesel,Ute,11/7/2025,cheapcarco,2017,Mazda,,
Colorado,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Holden-Colorado/34073289,13999,"200,001+",Manual,Diesel,Ute,11/7/2025,cheapcarco,2011,Holden,,
Colorado,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Holden-Colorado/34059469,16999,"200,001+",Automatic,Diesel,Ute,11/7/2025,cheapcarco,2012,Holden,,
Colorado,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Holden-Colorado/34080600,18999,"200,001+",Automatic,Diesel,Ute,11/7/2025,cheapcarco,2018,Holden,11/8/2025,
Falcon,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Ford-Falcon/34087724,10999,"200,001+",Automatic,Petrol,Ute,11/7/2025,cheapcarco,2011,Ford,,
Hilux,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2006-Toyota-Hilux/34095112,12999,"200,001+",Manual,Diesel,Ute,11/7/2025,cheapcarco,2006,Toyota,,11/6/2025
Hilux,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Toyota-Hilux/34072076,24999,"120,001 - 140,000",Automatic,Petrol,Ute,11/7/2025,cheapcarco,2016,Toyota,,
Hilux,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Hilux/33964240,6999,"200,001+",Manual,Petrol,Ute,11/7/2025,cheapcarco,2008,Toyota,,
Hilux,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Toyota-Hilux/34024020,8999,"200,001+",Manual,Petrol,Ute,11/7/2025,cheapcarco,2012,Toyota,,
Landcruiser,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2002-Toyota-Landcruiser/32940097,29999,"200,001+",Manual,Diesel,Ute,11/7/2025,cheapcarco,2002,Toyota,,11/6/2025
Navara,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Nissan-Navara/34054980,14999,"200,001+",Automatic,Diesel,Ute,11/7/2025,cheapcarco,2013,Nissan,,
Pik-Up,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Mahindra-Pik-Up/34055923,19999,"80,001 - 100,000",Manual,Diesel,Ute,11/7/2025,cheapcarco,2018,Mahindra,,11/6/2025
Ranger,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Ford-Ranger/34047904,17999,"200,001+",Manual,Diesel,Ute,11/7/2025,cheapcarco,2012,Ford,,
HiAce,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2006-Toyota-HiAce/33977010,8999,"180,001 - 200,000",Manual,Diesel,Van,11/7/2025,cheapcarco,2006,Toyota,,
6,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Mazda-6/34088514,10999,"180,001 - 200,000",Automatic,Diesel,Wagon,11/7/2025,cheapcarco,2014,Mazda,,
6,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-6/34046740,14999,"160,001 - 180,000",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2015,Mazda,11/8/2025,
G10,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-LDV-G10/33954243,11999,"100,001 - 120,000",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2016,LDV,,11/6/2025
Grand,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Citroen-Grand-C4-Picasso/34019801,12999,"100,001 - 120,000",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2017,Citroen,,11/6/2025
Grand,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Kia-Grand-Carnival/34038270,8999,"200,001+",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2011,Kia,,
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Hyundai-i30/33980741,7999,"160,001 - 180,000",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2011,Hyundai,,
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Hyundai-i30/33983851,9999,"140,001 - 160,000",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2013,Hyundai,,11/6/2025
Odyssey,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Honda-Odyssey/34022490,8999,"200,001+",Automatic,Petrol,Wagon,11/7/2025,cheapcarco,2012,Honda,,
Barina,/used-cars/for-sale/holden/barina-spark/2013/cd/mj-my13/3672107,6990,"120,001 - 140,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2013,Holden,,11/7/2025
2,/used-cars/for-sale/mazda/2/2011/neo/de-series-1-my11/3626067,7490,"80,001 - 100,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2011,Mazda,,
3,/used-cars/for-sale/mazda/3/2014/sp25-astina/bm-series/3649006,9990,"140,001 - 160,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2014,Mazda,,
Yaris,/used-cars/for-sale/toyota/yaris/2013/yr/ncp130r/3671230,10990,"200,001+",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2013,Toyota,,11/6/2025
1,/used-cars/for-sale/bmw/1-series/2014/118i/f20-my14/3644193,11490,"200,001+",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2014,BMW,,
A3,/used-cars/for-sale/audi/a3/2013/ambition/8v-four-wheel-drive/3615633,12990,"60,001 - 80,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2013,Audi,,
Accent,/used-cars/for-sale/hyundai/accent/2017/sport/rb6-my18/3665406,12990,"120,001 - 140,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2017,Hyundai,,
MG3,/used-cars/for-sale/mg/mg3/2022/core-nav/my22/3664390,14990,"140,001 - 160,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2022,MG,,
MG3,/used-cars/for-sale/mg/mg3/2022/core-nav/my22/3664419,14990,"160,001 - 180,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2022,MG,,
Corolla,/used-cars/for-sale/toyota/corolla/2014/ascent-sport/zre182r/3569701,15990,"200,001+",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2014,Toyota,,
MG3,/used-cars/for-sale/mg/mg3/2023/core/my23/3660997,15990,"200,001+",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2023,MG,,
MG3,/used-cars/for-sale/mg/mg3/2023/core/my23/3664391,15990,"140,001 - 160,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2023,MG,,
b200,/used-cars/for-sale/mercedes-benz/b-class/2012/b200-blueefficiency/w246/3624885,16990,"140,001 - 160,000",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2012,Mercedes,,
b200,/used-cars/for-sale/mercedes-benz/b-class/2014/b200-cdi/w246/3660994,16990,"140,001 - 160,000",Automatic,Diesel,Hatchback,11/8/2025,brisbaneautogroup,2014,Mercedes,,
i30,/used-cars/for-sale/hyundai/i30/2019/n-line/pd.3-my20/3668742,19990,"200,001+",Automatic,Petrol,Hatchback,11/8/2025,brisbaneautogroup,2019,Hyundai,,
Cruze,/used-cars/for-sale/holden/cruze/2013/equipe/jh-series-ii-my14/3624676,6990,"120,001 - 140,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2013,Holden,,
Civic,/used-cars/for-sale/honda/civic/2011/vti/8th-gen-my10/3626256,7790,"80,001 - 100,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2011,Honda,,
6,/used-cars/for-sale/mazda/6/2008/classic/gh-series-1/3664420,8990,"140,001 - 160,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2008,Mazda,,
Falcon,/used-cars/for-sale/ford/falcon/2012/g6-ecoboost/fg-mkii/3618601,9490,"200,001+",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2012,Ford,,
Jetta,/used-cars/for-sale/volkswagen/jetta/2011/103tdi-comfortline/1b-my12/3657018,9990,"200,001+",Automatic,Diesel,Sedan,11/8/2025,brisbaneautogroup,2011,Volkswagen,,
Sonata,/used-cars/for-sale/hyundai/sonata/2016/premium/lf-my16/3665405,16990,"60,001 - 80,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2016,Hyundai,,
3,/used-cars/for-sale/mazda/3/2016/maxx/bm-series/3617943,17490,"120,001 - 140,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2016,Mazda,,
Elantra,/used-cars/for-sale/hyundai/elantra/2017/sr-turbo/ad-my17/3650550,18990,"140,001 - 160,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2017,Hyundai,,
FB,/used-cars/for-sale/holden/fb/1960/standard/fb/3671081,21990,"160,001 - 180,000",Manual,Petrol,Sedan,11/8/2025,brisbaneautogroup,1960,Holden,,11/6/2025
Falcon,/used-cars/for-sale/ford/falcon/2012/xr6-turbo/fg-mkii/3640754,32990,"200,001+",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2012,Ford,,
3,/used-cars/for-sale/bmw/3-series/2018/330i-sport-line/f30-lci/3664389,32990,"200,001+",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2018,BMW,,
ES,/used-cars/for-sale/lexus/es/2018/300h-sports-luxury/avv60r/3636967,38990,"140,001 - 160,000",Automatic,Petrol,Sedan,11/8/2025,brisbaneautogroup,2018,Lexus,,
e350,/used-cars/for-sale/mercedes-benz/e-class/2017/e350-d/w213/3624886,42990,"140,001 - 160,000",Automatic,Diesel,Sedan,11/8/2025,brisbaneautogroup,2017,Mercedes,,
Kuga,/used-cars/for-sale/ford/kuga/2013/trend/tf-awd/3647023,9690,"120,001 - 140,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2013,Ford,,
Grand,/used-cars/for-sale/jeep/grand-cherokee/2013/laredo/wk-my14-4x4-constant/3630428,9990,"80,001 - 100,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2013,Jeep,,
X-TRAIL,/used-cars/for-sale/nissan/x-trail/2012/st/t31-series-v/3664026,10990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2012,Nissan,,
Tucson,/used-cars/for-sale/hyundai/tucson/2020/active/tl4-my20/3636966,12990,"200,001+",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2020,Hyundai,,
Trax,/used-cars/for-sale/holden/trax/2016/ls/tj-my17/3647739,12990,"60,001 - 80,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2016,Holden,,
Trax,/used-cars/for-sale/holden/trax/2016/ltz/tj-my17/3649005,12990,"120,001 - 140,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2016,Holden,,
Cherokee,/used-cars/for-sale/jeep/cherokee/2015/sport/kl-my15/3649009,12990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2015,Jeep,,
XV,/used-cars/for-sale/subaru/xv/2014/2.0i/g4x-my14-awd/3669166,12990,"160,001 - 180,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2014,Subaru,,11/6/2025
Forester,/used-cars/for-sale/subaru/forester/2015/2.0d-s/s4-my15-awd/3671237,12990,"200,001+",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Subaru,,11/6/2025
Santa,/used-cars/for-sale/hyundai/santa-fe/2016/elite/dm3-series-ii-my17-4x4-on-demand/3631350,13990,"200,001+",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2016,Hyundai,,
Sportage,/used-cars/for-sale/kia/sportage/2014/sli/sl-series-ii-my13-4x4-on-demand/3665403,13990,"140,001 - 160,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2014,Kia,,
X-TRAIL,/used-cars/for-sale/nissan/x-trail/2017/st-l/t32-series-ii/3604154,14990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2017,Nissan,,
RAV4,/used-cars/for-sale/toyota/rav4/2016/gx/zsa42r/3594268,16490,"140,001 - 160,000",Manual,Petrol,SUV,11/8/2025,brisbaneautogroup,2016,Toyota,,
Rover,/used-cars/for-sale/land-rover/discovery/2015/tdv6/series-4-my15-4x4-dual-range/3605742,16990,"200,001+",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Land,,11/6/2025
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my18/3629199,16990,"100,001 - 120,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2017,Mitsubishi,,
Outlander,/used-cars/for-sale/mitsubishi/outlander/2016/ls/zk-my16/3644191,16990,"100,001 - 120,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2016,Mitsubishi,,
Acadia,/used-cars/for-sale/holden/acadia/2018/lt/ac-my19/3664025,16990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2018,Holden,,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657423,17490,"40,001 - 60,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2023,MG,,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657426,17490,"40,001 - 60,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2023,MG,,
Santa,/used-cars/for-sale/hyundai/santa-fe/2014/elite/dm-my14-4x4-on-demand/3625073,17990,"120,001 - 140,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2014,Hyundai,,
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my17/3625074,17990,"100,001 - 120,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2017,Mitsubishi,,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3643406,17990,"180,001 - 200,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Holden,,
XV,/used-cars/for-sale/subaru/xv/2016/2.0i-s/g4x-my16-awd/3645003,17990,"100,001 - 120,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2016,Subaru,,
CR-V,/used-cars/for-sale/honda/cr-v/2015/limited-edition/rm-series-ii-my17-4x4-on-demand/3664421,17990,"120,001 - 140,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2015,Honda,,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3636960,18990,"180,001 - 200,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Holden,,
CR-V,/used-cars/for-sale/honda/cr-v/2017/vti/rw-my18/3639558,18990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2017,Honda,,
Korando,/used-cars/for-sale/ssangyong/korando/2019/ultimate-le/c300-my20-awd/3656715,20990,"20,001 - 40,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2019,SsangYong,,
Amarok,/used-cars/for-sale/volkswagen/amarok/2017/tdi550-highline/2h-my17-4x4-constant/3597834,21990,"180,001 - 200,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2017,Volkswagen,,
Rover,/used-cars/for-sale/land-rover/discovery/2014/tdv6/series-4-my15-4x4-dual-range/3604153,21990,"160,001 - 180,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2014,Land,,
gla250,/used-cars/for-sale/mercedes-benz/gla-class/2015/gla250/x156-four-wheel-drive/3644853,21990,"80,001 - 100,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2015,Mercedes,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3669864,21990,"200,001+",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2016,Ford,,11/6/2025
Grand,/used-cars/for-sale/jeep/grand-cherokee/2020/night-eagle/wk-my20-4x4-dual-range/3596713,22990,"140,001 - 160,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2020,Jeep,,
Colorado,/used-cars/for-sale/holden/colorado/2015/ls-x/rg-my16-4x4-dual-range/3636957,22990,"160,001 - 180,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Holden,,
ml350,/used-cars/for-sale/mercedes-benz/m-class/2013/ml350-bluetec/w166-4x4-constant/3645001,22990,"80,001 - 100,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2013,Mercedes,,
D90,/used-cars/for-sale/ldv/d90/2018/deluxe/sv9a/3585267,23990,"60,001 - 80,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2018,LDV,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2002/gxl/fzj105r-4x4-constant/3605735,23990,"200,001+",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2002,Toyota,,
Colorado,/used-cars/for-sale/holden/colorado/2016/z71/rg-my17-4x4-dual-range/3626065,23990,"180,001 - 200,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2016,Holden,,
Rover,/used-cars/for-sale/land-rover/discovery-sport/2016/sd4-hse/l550-my16.5-4x4-constant/3643412,23990,"80,001 - 100,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2016,Land,,
BT-50,/used-cars/for-sale/mazda/bt-50/2015/xtr/up-4x4-dual-range/3647910,23990,"180,001 - 200,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2015,Mazda,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3605738,24990,"160,001 - 180,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2016,Ford,,
T60,/used-cars/for-sale/ldv/t60/2022/max-pro/sk8c-4x4-dual-range/3615635,26490,"60,001 - 80,000",Automatic,Diesel,SUV,11/8/2025,brisbaneautogroup,2022,LDV,,
A4,/used-cars/for-sale/audi/a4/2019/allroad-45-tfsi/b9-my19-4x4-on-demand/3638510,26490,"120,001 - 140,000",Automatic,Petrol,SUV,11/8/2025,brisbaneautogroup,2019,Audi,,
